,crypto_Ethereum_cumret_5d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d
2023-09-12,-66.94555387630332,1041.3713694556102,-27.812754639593702,210.0584454676904,168.15082969490183,-18.50670716306981,43.45866849422288,33.00849820805833,42.33249561302926,26.302570358268735,34.49744780143074,23.377260779892357,24.22707800110966,22.232702441081226
2023-09-13,-34.11264405310217,922.4730446030158,-17.463152827363242,121.46202745784957,156.1108968366985,-11.082966933503975,45.45802843931022,27.97975445407113,43.470611039995134,24.603618575740015,34.63384064823686,22.713780419844923,24.364753593066652,22.022982511529307
2023-09-14,-9.867581728806503,888.6115484222059,-1.657921216035305,55.154446357629595,136.28623580044263,-5.517215406120198,47.157424354445894,23.687945086506975,44.66909582653529,23.074080719539385,35.05339814579665,22.155290679451284,24.541482257532504,21.86182315201441
2023-09-15,29.935255254322655,869.579946937742,4.9259499813654255,-0.423412257784194,127.49742852819953,-0.9892639227302845,46.38922225159647,19.49673764603318,45.229661532848965,21.190162228461322,35.254897799019936,21.355845545887696,24.64214406395445,21.62198452503957
2023-09-16,103.13226323237177,803.5687132262872,1.8302107548076991,46.541262741603894,132.16016982525383,-4.71892759767192,19.197283110607863,17.144097762842357,45.35783712019656,19.42877380053508,35.15118374017218,20.364711475168082,24.624334447144648,21.270751327043318
2023-09-17,37.252591215782964,679.0715024820537,-15.211392910101557,65.17635372410655,128.19013044323628,-6.2910657139134925,16.007735949587314,15.436875305947181,44.95118622364511,18.10353755438136,35.258432545226206,19.5444885660427,24.64196414294278,20.957513030587492
2023-09-18,35.56486544256814,789.5724528208177,0.7439577653522487,-484.949671289185,111.8510293206758,-19.12866255053805,15.760865096501464,13.900539675146081,45.35635620386414,16.933487075474236,29.088556421597033,18.9126607004208,24.73705046743139,20.733478936914523
2023-09-19,19.918310549355674,831.209066899959,5.148882813418809,-588.3710078471123,148.2353964842554,-12.816997007088377,13.572187480266045,11.374495941041523,45.44333141086668,15.35579943228653,28.742347299536597,18.03938995606959,24.760806487104002,20.420390790677267
2023-09-20,-22.579502108928242,770.0484535795551,3.76827507997596,-565.4260335467774,256.3353556164055,-4.851370420991377,15.630065386529749,13.426699569541883,45.70279351922736,15.541439126570289,25.16126170521377,17.76839064207113,24.727490345951352,20.226993268509
2023-09-21,-62.17583601308151,44.978550555036385,20.981547505022778,-512.1392708548796,166.69879281586034,-9.586661703295384,23.725308676273258,17.430455845481262,35.83816059448572,17.95588934108655,26.73505635324714,18.795861415832203,24.904651809294943,20.451012951425586
2023-09-22,-36.217393239520874,91.51529557351411,0.5303210507043654,-512.9019389399307,166.0652144475294,-9.44255062903697,25.497898864709885,17.059001090221244,29.469294045452234,17.01886180004883,26.754518739949933,18.144518885146468,24.689919454972323,20.18402791116544
2023-09-23,-52.914963219093494,139.66590337805283,-8.888272865351938,-517.9261145416064,166.67155928913579,-9.12032537127119,22.871327815941527,14.2476740826917,28.238278923798326,15.4808040046846,26.762446542306645,17.28399661109552,24.66002081068614,19.857246185423474
2023-09-24,-76.44481131448539,65.37400284360746,-28.957932652331227,-488.02805729565756,153.98613130569032,-10.596259650421356,20.917376813191424,12.096786571784733,26.385272700299584,14.27273411007626,26.898658154244487,16.586218280033197,24.595816576337274,19.57265000359
2023-09-25,-42.32076032215053,152.60373424068177,-33.24772280539177,-495.4564936688679,152.07732891911235,-9.802269761736424,22.28063976319224,11.45467647301693,25.245595508969853,13.49242552061624,26.97754813769483,15.988275357255818,24.63066808704463,19.304900272747556
2023-09-26,11.270652669710683,174.95548003536734,-26.078190777046327,-514.6381624139784,152.74707037724875,-8.392315086771049,10.104983083237155,9.800646516313698,25.748102430708116,12.454595773991347,27.046448825525005,15.315169961295572,24.570532873061122,19.017555251252073
2023-09-27,5.2029755318898365,440.9292355963482,-15.888360451685529,-505.65484961654283,163.64364185531903,-10.763739045215878,9.25587891361438,8.15092119291742,25.63243449529419,11.396413548468102,26.702833447849837,14.635433370800015,24.562924604627952,18.726077313077962
2023-09-28,71.47765897065356,812.6417385663526,9.509474072220659,-240.47649051656626,123.19542485628232,3.5487504782964496,28.635446991380242,21.65741804303228,37.7010631990873,19.463547502172986,30.447064642396043,18.682498761777165,25.58185459821282,19.90988210628412
2023-09-29,105.41120457940245,661.4093670103742,14.839179039786266,-281.86434228133453,118.95572479298649,6.917941737502289,24.05202040755563,17.773621824469892,38.206768341705825,17.671628276903313,30.65134266228639,17.93173621555761,25.67561105378939,19.68527531210579
2023-09-30,99.93419917030512,976.8962242904832,29.514759616310936,-352.36743454916694,149.14397818963172,11.519380746726046,24.717363191703008,15.565324925739368,36.14557998333569,16.1313013177078,30.169297710185205,17.060367381710567,25.60439005174257,19.365065084729984
2023-10-01,165.98017949429743,265.9376094272009,90.80373967781983,241.19981223875087,60.7073650099,38.68929911865685,31.087677249196492,21.951873243644858,36.60638132857386,20.87275402126506,27.264860450198352,20.207957880682965,26.53523454428569,20.584407509279163
2023-10-02,79.73847768711413,579.4212550569372,43.51461435632278,-177.44046278877286,136.21987743423657,15.244114172530784,57.031101367499616,40.724296471227696,54.22786078855989,31.488918656437946,32.11245578039736,25.540987128888492,27.727905498793042,22.14280560224279
2023-10-03,4.517388829188938,513.1646049831035,38.93146482288589,-113.32652086271608,135.7222398859469,10.398059256430138,50.848009812220475,33.27750719330453,54.5768604001621,28.623362863673435,32.03768593450664,24.379961597508686,27.72836877860995,21.792240741196206
2023-10-04,-23.838207643552458,574.7188029700491,41.78898958087116,-38.14523133782098,142.55526345842247,4.440876004592767,50.18513348353583,27.218603629049042,54.185667134036485,26.05049203992431,31.826855308186115,23.30016875935936,27.714434660283594,21.457325852844264
2023-10-05,-71.48713421448257,140.136214149201,14.57313260146712,48.24143767070514,103.75603803069137,-6.463344367816519,52.251532612337925,25.069707802057838,58.06901578791387,25.78803938669896,32.99310709114816,23.584342403555393,28.01212766733212,21.597123069099673
2023-10-06,-102.36244268257313,3.250456754531487,32.5906984007764,-21.124851778034177,66.01032187287163,2.2540028461428863,41.95363351300398,28.074731394120363,60.13338484322686,26.331012269548577,34.21834606796081,23.851841030275235,28.38996009495485,21.762123385692465
2023-10-07,-34.706738136469774,-62.168700715650196,23.069287209960677,-23.719223921309403,66.95540753103424,2.485345167523241,28.215640995176877,23.37428072597662,60.67085808515809,24.06061934564701,34.19113160493054,22.836173218856935,28.186064302857922,21.444284104238285
2023-10-08,-27.645455323405944,275.34458199216516,-11.848265554257338,17.261124619577917,74.10973162672056,-0.8094643356480157,28.297374362639733,19.10491169874849,53.853347424039846,21.76487022543236,33.98482832536511,21.721829030827493,28.186519912816205,21.089845828483135
2023-10-09,-82.87496755075084,17.90089630288764,-54.66803885902891,28.117819808081222,29.84405842549826,-13.784914901916029,37.861797033594904,25.22302831507893,58.53001513084821,25.087035365737854,36.67552899163453,23.774300453333687,28.870906284185573,21.863043463622297
2023-10-10,-54.11991698662122,75.53611482065897,-64.3471730976714,11.020981585854317,35.447978476008466,-12.055626443941643,35.235760764355966,20.781709729663834,58.182886019881316,22.695295531497816,36.46672115711683,22.663536308593322,28.888036007858926,21.537140586623273
2023-10-11,-97.4143213437831,119.22278749119961,-102.3435379843039,-42.37335861713908,70.01873475661766,-3.9939666453445053,24.518903930837947,18.01394315732191,44.830734611672504,20.735540505936036,35.10900716049614,21.582357792784897,28.88074361804433,21.18241424567225
2023-10-12,-117.57124392395785,441.03721432878945,-78.01041085598163,41.0645437071846,53.79043125422608,-11.9391220682614,24.88931255838542,15.90062323816932,36.44428515806953,19.51234708988883,35.65955952605616,21.086245717618674,29.019570456293543,21.077629512507485
2023-10-13,-100.5478201770724,138.47323131258617,-65.67206864350199,9.907945624761119,46.3939554700892,-9.255021353007756,28.80060240984641,17.433162347572452,38.508304782050935,19.24797926074388,35.88839946043973,20.576056295617235,29.081953151068813,20.849345796725967
2023-10-14,-30.78543867517655,62.073943408073795,-58.22703235076928,-34.20396476578589,49.90031895528897,-5.689267073310108,17.49320338012538,14.788481042758809,39.103633490794316,17.738242940489666,35.78240958742889,19.675175440659633,29.067605847105803,20.523817359163477
2023-10-15,-12.128245996365736,481.8412686698552,-33.93823810133018,-22.017974506398588,51.74603365253638,-6.70233425194028,17.154950353847493,12.337016222339955,36.587940352741455,16.264872251175756,35.71994366002716,18.79561697666519,29.022760346872783,20.200703716792052
2023-10-16,42.556665521838624,538.3699720616538,-28.103000915573993,-39.721729900834205,16.61033352478001,1.5532086085268872,28.530962985765047,19.983213274264923,39.45684684983906,20.442581596050026,37.565092819296275,20.719989165776095,26.28273466718227,20.778319556418673
2023-10-17,32.70034713373559,165.34565442445273,-43.47846903890265,27.69447770290771,-6.036061033455355,-7.063692910279383,31.725699725660846,25.007875946970938,42.308759941575396,21.979490576754127,38.69526954395815,21.24367273036064,26.490789286003974,20.922449938718366
2023-10-18,14.712117969703502,169.43693618521928,-43.972728720895404,3.6419024779577667,28.497895907712067,-19.319851467391427,31.469256367484196,20.424003242544813,42.28045534847993,19.88480304929301,35.464919980055974,20.209118674558862,26.461816699400803,20.57693886853617
2023-10-19,15.359305107366605,440.00263376190435,-7.90264620834428,27.31286556746929,37.241755161151836,-21.655944280674834,31.475012706800293,16.854627578638237,33.78974947385526,18.09306092820211,35.160604320910835,19.28131917560189,26.38981524647389,20.254370730001654
2023-10-20,57.92439949988242,2.1994394795339134,23.460888449488227,3.6418250725752466,4.53202158682025,-14.150893525162378,36.136455217927136,20.155650901914996,38.07835607027669,20.12138543879778,36.85081449097946,20.360456844112633,26.772399215637854,20.60689826706703
2023-10-21,35.01929612106206,-114.42475186050937,39.74135038057563,-170.23017386072726,0.869659427967876,-21.666847424395744,31.54011762258882,17.118195427905686,39.24578104478048,19.054014944686358,33.610555743520955,20.022455117083908,26.65698863466781,20.543727077302123
2023-10-22,119.344111010032,217.41086010699794,77.89077900614375,-74.4579240153044,-21.868569272372344,-0.04140502331870503,19.8411951154232,15.435704883907439,36.42256784858359,18.695296566618374,30.477242368219432,20.138887700540863,26.411396685308624,20.68117106328492
2023-10-23,238.39479345316587,526.8053216784009,129.66401237672784,389.8949531021632,105.15677554140228,22.147847133312506,38.50640210437208,31.09653145652616,54.81672178954445,29.75874645713359,39.28654472559818,27.458113887698275,28.857448884964644,23.857618908968035
2023-10-24,254.8430526376408,575.501754683649,138.42182997656408,329.68158466036925,98.41470523918807,27.75571447098939,35.05991502649777,27.796460477088353,54.04746140386979,27.120681652104565,39.21905254810654,26.12274875149226,28.901484248325858,23.528337595167077
2023-10-25,211.98388811577914,573.3937341106179,138.27118093787615,342.9776128805249,134.86022474234267,36.11001532545517,40.34742894336751,26.244072412143083,54.07056488773414,25.526342730474006,37.49383619970425,25.00095526002535,28.881595389944813,23.140544051404
2023-10-26,200.24995498123803,876.7663385806638,120.52596634086134,395.89486852763935,165.14850422121603,31.98792833016985,41.38814623158063,21.80957405879672,52.87246235876086,23.187410306217103,36.887537152322444,23.78148342607272,28.90465972897649,22.80034401345212
2023-10-27,133.18633209215082,1043.4943795662195,129.36869371060334,392.61546947976365,151.86533794654105,29.72692272335196,49.539597130665406,24.462999273100877,49.26301998821586,24.46356354811324,37.359067666675884,23.946591505178507,29.04239040322056,22.68726324299657
2023-10-28,12.470358714162565,1027.06341765345,128.51558265498682,396.7307069541301,151.23633413412193,29.260592754490983,17.59380258884469,20.38360943210343,49.43381929164335,22.64563340277798,37.395453422981475,22.980126336089217,27.61152463067224,22.33087224255765
2023-10-29,12.198638288480659,1057.2235679100177,136.80265356127435,618.7136402488037,209.64970241756072,44.61276672946651,17.533276255200246,17.396752400378784,48.65310616134931,20.58702623600188,33.549540342097394,21.923688060126807,27.519327770107154,22.032733240506712
2023-10-30,24.796808644000368,1433.472744200017,121.30026407669334,590.8181418264843,221.63272269497605,50.10236742234333,18.401829640061596,14.318657674894133,48.00003176823927,18.627674194405287,32.970535028509715,20.863135497689882,26.54537855949425,21.700309262209124
2023-10-31,13.485853888412267,1567.3566265531606,109.49461004769778,580.0181516731692,225.02186838873408,51.65111489873871,17.22930504411749,11.803293149134115,48.3527715831827,16.944554238178927,32.82026529773579,19.872259699070582,26.434652619757887,21.342297069120857
2023-11-01,72.67469860899082,1759.839197625266,105.4604438996246,605.3266285122313,263.3828991848385,63.458532742058225,12.773227928600903,11.981144012561142,47.88664556963672,16.07848121002856,31.158518750114894,19.268948552537818,26.5934797929442,21.19730161749091
2023-11-02,26.37881943253264,410.0834765634794,19.90202593726393,406.29737161064884,181.52019122842674,51.76535606924377,29.741391948055334,23.57927313694944,31.931237372465148,21.79671291856761,34.37572332413195,21.68357065354039,27.149479975753476,21.71078088989882
2023-11-03,40.36065636490845,286.57752981686923,26.92557462827656,333.5534600880368,163.38839258208685,57.22734499743838,31.774403227674785,22.960113740290208,33.689891487828774,21.058900927403148,34.54887279907582,21.18521539253935,27.313571241677657,21.60108243535146
2023-11-04,51.033232037586565,309.17174679319885,38.84693340924941,282.8407942366883,159.4412958550974,61.30123094016775,32.61932607817773,19.6012227831701,34.727254078716044,19.47145449006711,34.49554049097176,20.356343717643064,27.410283686882543,21.36524876816796
2023-11-05,82.33151006443441,205.56587423853458,49.08622919715624,309.0599795122114,187.31693520664743,58.70340482830261,34.439087460293635,17.675957891237132,36.70396782296688,18.65444881438356,33.90821567388343,19.928670274034772,27.618489791837902,21.2941912244684
2023-11-06,55.34668069479795,1100.4177345876035,65.584008027338,450.3980265252131,271.6958080508075,67.4738472442479,33.496623075871845,15.342295203174746,33.15173049696067,17.11166644298188,31.24207054119842,19.02055222389941,27.583535167646723,20.942641832192837
2023-11-07,93.27429982405346,791.7141563528578,61.29703629577852,442.36674551447265,253.84408583831876,65.69484568277734,19.60586793709699,15.523534821297918,34.0638666859496,16.875054957678643,31.638418740233632,18.685970755499934,27.57307608057893,20.700575704415762
2023-11-08,59.70843849377915,592.3991128988479,51.26434628490505,445.7498937274145,250.58585830425218,65.09068048906899,18.590596962183938,12.813422483750116,34.05840176014407,15.42682634692143,31.718265883710423,17.86574713527479,27.56878185894828,20.366182737361804
2023-11-09,260.1377493453966,2140.6173967957548,159.40962557878262,1265.9214601410695,534.9104274945391,97.15472545758051,91.53450181235631,70.81177807749305,93.92609042112319,54.96242621096592,54.553437070354114,42.632056840604136,35.475957800601385,31.064612599325493
2023-11-10,182.354876111235,1908.422633727361,135.59605567504224,1203.4917644869408,491.40005128890107,84.8267810219772,99.28205088899776,68.9093542505299,97.86293950129271,54.14175326482514,56.383972680349906,42.50197304611934,34.61872326408382,31.08136687008637
2023-11-11,152.1299042308235,1977.4876991271722,106.28807536089373,1231.7135842797502,496.5154328907733,73.28694147560661,101.9925715280051,59.7742041117576,99.87713930100377,50.888340150999014,57.15815174284761,41.366931509570925,34.51860595749226,30.814029851373498
2023-11-12,157.06543441717346,2233.9773552730826,128.24641656983334,1565.8364394805099,808.9419938748362,51.27472094556612,101.5761525391923,49.464463740565826,95.81375354198643,46.581407228799705,53.135113625789096,39.64456394265359,34.535791683076205,30.36540589788
2023-11-13,165.4811223730831,2392.3065949252273,115.36224689877224,1584.3997117624967,820.4400843902404,49.24633846489765,101.10549712707967,40.38757872668498,95.88641375849083,42.17006081569967,53.1226361853658,37.73307332860581,34.50081926663002,29.86349021294476
2023-11-14,-135.7521439489812,2064.44419973049,63.721439240597064,1340.595138809753,677.2449756765367,35.49929109251194,29.57307902427425,42.32488182221145,103.41422289352948,43.9676706425049,56.34427209296271,39.442151037700114,35.4690189683635,30.738856630906998
2023-11-15,-16.9853285978697,1505.9248241177277,84.71708233870625,1172.1309786016627,532.3812578702921,46.30981834497061,51.34836673522615,46.27870464109129,106.52046283116667,44.292317037631626,58.23977854889391,39.6724416177134,36.2023621214913,31.206085298946068
2023-11-16,-89.96473763933712,1176.1549750280637,31.846561933083027,909.7363113890486,417.2435499851324,33.72107868126065,64.68506132784012,51.65960471359362,116.04894857738901,48.34090204310345,62.36454367426543,42.795358685450964,37.67376863778033,32.77676110228616
2023-11-17,-82.3438047086524,1151.5441335946107,38.2791061092276,906.0330158427945,416.8771252152218,34.46366919725157,65.02849339665595,42.8204336720708,115.80095814013835,43.75807152533991,62.328140574923594,40.71132820891476,37.66025473878422,32.24081165441209
2023-11-18,-89.99870230294847,1149.3870864410114,38.668851021011314,931.8044465696074,426.806322011673,31.126210424942467,64.45163743534741,35.38141480799496,115.79400261685528,39.61987972256153,62.29671038568482,38.72518656627518,37.66198938345139,31.71066563958183
2023-11-19,33.63110714959623,-9.439339390330002,-52.31553458987624,869.4189911279582,388.20567860708377,37.06565885842626,61.62150196867281,34.34343005328948,67.02089890187945,38.1147356866582,62.8863523090509,37.757344978447236,37.78155062035205,31.53685355527586
2023-11-20,-36.75529001106154,97.00579262862072,-27.530754483427256,867.1277629453502,387.54671321949337,37.40179828237588,49.781248572933485,28.04454272756893,66.02680096035698,34.48396547428605,62.88252908482228,35.914879055207265,37.36309497900452,31.016013649520275
2023-11-21,-24.01880407521825,-233.6772297626304,-58.39257126774816,822.5588045350157,342.43934091368993,16.57681015988818,44.95510955811473,37.56448685535474,73.20217898074367,38.25519202261845,65.81001360227961,38.018980794331036,38.522908566694944,32.0650202416435
2023-11-22,100.7474288624183,-193.3601772327414,9.427983363376644,645.3670629185881,209.21371841120347,47.64961627987028,70.20802460010015,55.615541758747234,91.63095324342552,47.802582578550876,69.34994981816448,42.728456467644115,40.35611681201131,34.11370961111068
2023-11-23,96.62995969491543,-184.7926966207585,3.3971235147689702,690.4588697068182,222.77320227786456,41.10305498037029,70.45302680867128,46.346253289826805,91.57256323693213,43.42594028664161,69.25197284274232,40.71246731073383,40.291828692959584,33.56823811038911
2023-11-24,65.24741405219474,42.86437593122585,50.65442790489947,702.2145890409988,227.15531004705244,39.58590837370111,68.78712433649662,37.84190889850326,85.29775935180349,39.312808191272524,69.18756043652886,38.75322355500989,40.30276964526397,33.03118923633445
2023-11-25,59.523503747262815,386.61695270140785,11.663916765806476,749.8300670873172,245.42509027893226,33.35781834697316,68.90207272830787,31.237659236651094,79.4704781883759,35.635358651285415,68.93514677774736,36.88663215318703,40.306228747197295,32.48988970299171
2023-11-26,124.08138023805083,922.7637496841078,51.26100682548345,769.0977103633634,246.3998099743312,28.763835275256444,53.084847160978896,27.529258413539555,67.17492828739661,33.1004409399764,69.21966991484362,35.49885565042713,40.41076179098202,32.09533368365754
2023-11-27,-35.55678872750066,744.7235633457193,33.396480253272706,774.2437321331081,241.404288405836,24.80718411313008,18.81165426779744,25.234746065976864,69.49815378698612,31.46571068331153,69.69492366439609,34.586976854913274,40.18069888746059,31.88068079377317
2023-11-28,-12.308230207727348,672.392710774294,43.19713639738206,749.5751317076556,233.29389525387163,28.334119406015716,22.237395775893443,22.866600621416673,69.70084712587281,29.01335647575265,69.74551157246103,33.0598411303039,40.19170083823506,31.397315025224913
2023-11-29,-48.98525153309767,1095.441467866515,8.33093505939699,253.6381630686964,83.48576632802003,-15.223231703699858,20.127193098464062,19.602504411901524,67.86758397589804,26.734633270185025,49.560799289559455,31.73099638391253,40.273728521678635,30.995047941115878
2023-11-30,-30.27366700537281,984.0994166674184,14.984384156073766,171.14016519539237,83.82154591147078,-4.342344924645157,23.795600115281744,18.26880246014328,68.31449026647208,24.843343804663416,49.19534087255612,30.38105113978195,39.72988371652349,30.533371374516943
2023-12-01,22.594550805833297,1400.6028890896973,75.14053895773553,85.71027595236723,73.9556557193886,5.79653322827422,26.95774094251866,17.611594944229157,56.584091215868305,23.643320415455698,49.420245432238126,29.35080031850471,38.79729736246084,30.167432424511553
2023-12-02,129.69863308902742,220.6698768581847,48.22787810826249,16.832244804437295,34.600804940953125,19.95490575402364,30.019425889201006,23.67591523745049,39.48982236575003,26.53503654589922,51.622497906635544,30.31991767639854,39.31953204954468,30.50123529150347
2023-12-03,133.7992544610497,124.48056969438606,62.23857572235671,-6.412753221324223,31.16864086636328,22.716756960097644,29.927981931970727,19.483320323100816,39.587312215658365,24.037325970090293,51.78757635705835,28.91980968389077,39.30316582948616,30.047772896310406
2023-12-04,196.38657504032184,-120.67408904878218,75.51214989801274,-77.13635623512177,67.32459149812033,43.66671670673465,18.838003223026863,16.470825872794677,41.595554216426414,22.45471073105679,49.02915904818368,28.015518939962234,39.066592343430244,29.781098601422286
2023-12-05,218.46581837546347,-203.69916751453596,96.40886259200603,-91.13936323035837,97.29337125452493,37.40438650320679,16.553905223467027,13.74526206549335,42.760461383253386,20.82251670558284,47.26808394275417,27.076796599206155,39.08707002636479,29.505782143710857
2023-12-06,131.60310778005544,-118.25722406444446,78.99384097789026,116.17769547451874,99.13927689643624,45.08168199341831,44.14910184310763,31.116429818281873,49.908820046949465,27.542348339040696,43.266330849769744,28.99765799540856,39.564390858501305,29.86918582823345
2023-12-07,166.86341712245076,294.6942994835234,151.9256235751074,110.20612235954042,40.96343475593049,64.14066187965626,53.38685319270814,40.6945448705877,56.71926286553727,33.909875245054835,47.65664599745637,32.487764178956475,40.76528026935761,31.221477614744558
2023-12-08,142.58453871342056,168.27551820204644,141.58851442435753,111.66511626048458,40.64537245557241,63.95499352060763,55.07633354107071,35.52865441795453,57.8349175603058,31.51318581598576,47.6740986876624,31.130848878377833,39.98747045179633,30.73195441600124
2023-12-09,84.01670683163438,206.35379198268686,143.6476562679723,205.8663680601133,48.446982372999415,52.600349542235506,56.86039054097643,31.92434409160963,57.27521426742346,30.11874004159416,47.61611105492962,30.260130636946325,39.9843913588657,30.364631064752285
2023-12-10,49.60235053931051,158.11592920129135,137.3285074539115,204.8148831555721,48.44985627724984,52.71605209983975,55.13186382086875,26.096618691395506,57.730810060289514,27.322518318522192,47.61235309192359,28.81167419754325,39.95655803734768,29.863556998840064
2023-12-11,-6.248191294923048,177.08251006950246,64.2180071308129,19.074302837557212,80.96277608044468,48.23250545970347,71.2576570420434,44.02711821353547,79.50777447527845,39.46678162213263,50.36936326505395,35.582755809528024,41.607760187161375,32.14256454977225
2023-12-12,-134.1594216434329,294.7840946905663,16.753913398575772,-133.97481816834386,114.02960443937715,22.49043708911399,44.056959337388584,36.048728457836084,75.54984500010251,35.849918025288666,44.09379847874764,34.12026109295231,41.7324622792426,31.749723871445063
2023-12-13,-83.48551947012312,169.55651520196128,30.27580684990704,-195.97772290473358,93.75301450137621,32.019568141034746,54.507971464008776,38.248721481025136,77.64872529383126,35.63225192684733,45.08020328615541,33.686334034226874,41.92273743853859,31.598691733912936
2023-12-14,-20.76013068694465,149.2126216759428,32.40567958427274,-224.25803122157518,79.05737551059197,37.350757781272584,60.746439223485105,34.71010223687001,78.03169355354387,34.12367472456659,45.81652871822811,32.91198200755169,42.06879508290633,31.37247563694585
2023-12-15,-114.5066600876954,-93.66280876375868,-33.249796101081394,-205.6212107397744,20.672070603757987,21.859585255845502,68.0990706246854,42.51857269342088,83.7703548395881,38.53502597005172,50.090987548110476,35.662726899523115,42.999287026447455,32.45923969368138
2023-12-16,2.0733012600545733,66.03055282909594,-2.1387523165985374,-249.90629696381257,31.440478136100513,26.59982891258335,51.464208229000405,35.54079086295762,81.09214270806928,35.01167314758789,49.7447512753189,33.935849311521956,42.63585134436338,31.922714126832712
2023-12-17,-4.966608044330288,51.35681623104663,-71.27280378851526,-259.28367112277965,37.53984513613971,27.914237625768045,52.132438264550764,29.552677550440933,65.30555434823926,32.14859215179691,49.46938230661891,32.69845673380479,42.794290553184915,31.599994653244845
2023-12-18,-38.08147366061012,17.465896949732752,-62.277493780364956,-255.6944737701034,37.78547839514591,27.44983600643614,46.542505569373425,26.38254764960417,66.3983971077163,29.81442948148357,49.43886740902391,31.299279011883165,42.795444710628786,31.11049917502877
2023-12-19,-121.36485408761592,-85.62077801087979,-72.80913698189094,-233.1453792547269,25.26772949948365,24.5174721186618,37.13724588342874,23.694141869242323,67.05153824743994,28.050161428127783,49.985734088839266,30.479705924075656,42.89973760624267,30.911450892814962
2023-12-20,-15.494958053222035,-116.6164635735931,-66.59846358543827,-232.87138194687623,25.298599500481387,24.47992837757897,24.24611271775767,22.43844618700948,67.99250232581421,26.466303158660548,49.982734683263,29.315756388885543,42.86739038819519,30.45708346744155
2023-12-21,11.104324259695964,58.04209680222328,6.750759151076817,-233.26749900971782,25.14120651302048,24.562551083050842,28.599471841013763,21.51674599075121,54.32595977123439,25.582470727001866,49.99442168291918,28.533293058930827,42.81793870316495,30.109282330118635
2023-12-22,113.0619906025395,98.76665416569821,55.37612917443351,-228.66253697288084,24.15569239269837,24.96447307939587,36.24923031067313,27.11801565470133,60.676088782041994,29.01981558778271,50.13932085379661,30.084044278656037,41.91958429711221,30.530238877583315
2023-12-23,79.7193482900207,86.40495609482348,21.330645856084026,-166.5913683025256,18.64076242404213,17.86118312626529,39.49444047010691,26.503063987088467,58.48429886629288,27.308341416586217,50.1711010242378,28.95963514317791,41.96981603698607,30.12667394253729
2023-12-24,77.70539417728733,89.05402118578854,-22.366282763081884,-62.53681123455205,13.271080438171875,3.4746721717557465,40.05120601148562,27.393010051233002,57.02455379678807,27.30110267789779,50.14752807152486,28.70540919078634,42.22272954419839,30.01488958687601
2023-12-25,62.07883006973357,108.24345367143415,23.864428370402106,-20.514081324625778,28.812889793430678,-3.248310297552029,40.06888279784569,22.50001932130368,44.438456966561866,24.71557006854632,49.23783926634421,27.30871837479173,42.209294367376145,29.518742546887143
2023-12-26,-7.102117846018391,12.053463655200815,2.0502883111327055,-27.55108268596841,42.11993758102587,-0.030617717724352008,42.471923471716494,21.714155604386008,47.2969609935758,24.236377527303034,48.44577483155509,26.92942623759571,42.300585878986915,29.37645707366549
2023-12-27,43.62792221139587,241.63616807008884,80.27059664313359,94.23030006425124,69.76535141019457,3.114169207175186,62.264070360669834,46.77998637720051,67.11133973316909,38.5325864421144,50.445422041699786,34.239603092857635,43.94775446803587,31.69486995676091
2023-12-28,32.52058238469376,254.45404401834986,57.49933764493095,131.7370796295513,64.12264152651879,-1.6537374158826137,63.3112664104902,42.663812880944434,69.12549303907757,36.54795187985647,50.768584433223396,33.269918215846296,44.07810652165879,31.390185099818947
2023-12-29,30.1315047972194,237.60970064615518,55.24371074931833,155.66648476033197,53.39194803901095,-6.079458637048692,63.66711872307834,38.763323769436276,69.67863417283228,35.28680610931827,51.37929081601498,32.80016563692029,44.343738047941414,31.28292620233446
2023-12-30,16.797639643595545,353.474908571382,40.40758700600832,182.51941222970856,56.23641173324745,-9.064758732550937,63.9062337850899,31.670859105119092,69.84586142992005,31.99632680382371,51.329471281984866,31.261963174333612,44.370633405867785,30.79857978927716
2023-12-31,43.56264205257802,654.9328707234116,18.678343611418605,426.00914412388516,81.73834368175434,8.80110601217165,61.327737590675845,25.892222458883595,69.15011921979172,29.029031572626646,45.39343264483521,29.810310801769806,44.32493461804762,30.329577900475226
2024-01-01,-21.947405458780374,933.7891907818516,11.106701025039246,303.24602790573454,36.912410934181715,23.0099521025077,35.321976372555,29.792378655532254,66.61893950206338,30.252733322980273,46.69167878217822,30.26868067342956,44.251481945455936,30.414252529883168
2024-01-02,6.9126157434948725,874.376821477083,20.201213239905773,387.79663499907446,72.31296493249675,14.37432921642381,33.55017979805128,24.66317713644942,66.1858154679623,27.413710317544133,45.5781184842565,28.80073836311066,44.17312558790395,29.914279296715883
