,mean_car,median_car,std_car,min_car,max_car,positive_events,negative_events,total_events
economic_Federal_Funds_Rate_sign,0.05785605064520949,0.05785605064520949,0.12652637297118194,-0.031611605681651556,0.14732370697207053,1.0,1.0,2.0
stocks_RUSSELL2000_cumret_5d,0.010796877741781508,0.010796877741781508,,0.010796877741781508,0.010796877741781508,1.0,0.0,1.0
stocks_RUSSELL2000_skewness_20d,-0.19392687159173233,-0.19392687159173233,0.1536017747813017,-0.30253972814187957,-0.08531401504158509,0.0,2.0,2.0
stocks_IWM_ETF_skewness_20d,-0.18443408828119962,-0.18443408828119962,0.16952993071711545,-0.30430985190535753,-0.0645583246570417,0.0,2.0,2.0
stocks_VIX_cumret_1d,-0.022744774553526526,-0.022744774553526526,,-0.022744774553526526,-0.022744774553526526,0.0,1.0,1.0
stocks_VIX_kurtosis_5d,-0.07755282906496652,-0.07755282906496652,,-0.07755282906496652,-0.07755282906496652,0.0,1.0,1.0
crypto_Bitcoin_cumret_5d,-0.38938549262916833,-0.38938549262916833,,-0.38938549262916833,-0.38938549262916833,0.0,1.0,1.0
crypto_Bitcoin_cumret_20d,-0.036563198304616296,-0.036563198304616296,0.23579343119330312,-0.20329433246064454,0.13016793585141195,1.0,1.0,2.0
crypto_Avalanche_kurtosis_20d,-0.16436344182055285,-0.16436344182055285,0.09607347529623751,-0.23229764769468064,-0.09642923594642505,0.0,2.0,2.0
crypto_Avalanche_cumret_20d,-0.22682562255597516,-0.22682562255597516,,-0.22682562255597516,-0.22682562255597516,0.0,1.0,1.0
crypto_Polygon_skewness_5d,-0.3563528669315694,-0.3563528669315694,,-0.3563528669315694,-0.3563528669315694,0.0,1.0,1.0
crypto_Polygon_kurtosis_5d,-0.10736269232440437,-0.10736269232440437,0.2707118334372065,-0.29878486549529626,0.08405948084648751,1.0,1.0,2.0
volatility_VIX_Index_cumret_1d,-0.022744774553526526,-0.022744774553526526,,-0.022744774553526526,-0.022744774553526526,0.0,1.0,1.0
volatility_VIX_Index_kurtosis_5d,-0.07755282906496652,-0.07755282906496652,,-0.07755282906496652,-0.07755282906496652,0.0,1.0,1.0
volatility_VIX_ETN_cumret_10d,-0.336131678055813,-0.336131678055813,,-0.336131678055813,-0.336131678055813,0.0,1.0,1.0
volatility_VIX_ETN_cumret_20d,-0.2748857420911264,-0.2748857420911264,,-0.2748857420911264,-0.2748857420911264,0.0,1.0,1.0
volatility_Ultra_VIX_Short_Term_kurtosis_10d,-0.1924230403374072,-0.1924230403374072,,-0.1924230403374072,-0.1924230403374072,0.0,1.0,1.0
volatility_Ultra_VIX_Short_Term_cumret_10d,-0.18487197940759237,-0.18487197940759237,,-0.18487197940759237,-0.18487197940759237,0.0,1.0,1.0
crypto_Binance_Coin_realized_vol_5d,-0.02377099754456936,-0.02377099754456936,0.030210614245505283,-0.04513312774137706,-0.0024088673477616618,0.0,2.0,2.0
stocks_DJI_kurtosis_5d,0.126813535860669,0.126813535860669,,0.126813535860669,0.126813535860669,1.0,0.0,1.0
stocks_NASDAQ_cumret_1d,0.04142789474597297,0.04142789474597297,,0.04142789474597297,0.04142789474597297,1.0,0.0,1.0
stocks_NASDAQ_kurtosis_20d,-0.05149253473968152,-0.05149253473968152,,-0.05149253473968152,-0.05149253473968152,0.0,1.0,1.0
stocks_SPY_ETF_kurtosis_20d,-0.13622648903328372,-0.13622648903328372,,-0.13622648903328372,-0.13622648903328372,0.0,1.0,1.0
stocks_QQQ_ETF_kurtosis_20d,-0.039724172101990085,-0.039724172101990085,,-0.039724172101990085,-0.039724172101990085,0.0,1.0,1.0
stocks_OIL_skewness_5d,-0.01666590440090454,-0.01666590440090454,,-0.01666590440090454,-0.01666590440090454,0.0,1.0,1.0
crypto_Ethereum_kurtosis_10d,0.05826576533990091,0.05826576533990091,,0.05826576533990091,0.05826576533990091,1.0,0.0,1.0
crypto_Binance_Coin_skewness_5d,-0.05310826252714884,-0.05310826252714884,,-0.05310826252714884,-0.05310826252714884,0.0,1.0,1.0
crypto_Binance_Coin_cumret_5d,0.000825853415132527,0.000825853415132527,,0.000825853415132527,0.000825853415132527,1.0,0.0,1.0
crypto_Ripple_skewness_5d,-0.09242425856800773,-0.09242425856800773,,-0.09242425856800773,-0.09242425856800773,0.0,1.0,1.0
crypto_Polkadot_kurtosis_5d,0.09401299832564802,0.09401299832564802,,0.09401299832564802,0.09401299832564802,1.0,0.0,1.0
crypto_Polygon_kurtosis_10d,-0.003922088937786783,-0.003922088937786783,,-0.003922088937786783,-0.003922088937786783,0.0,1.0,1.0
crypto_Chainlink_kurtosis_20d,0.035825842684297116,0.035825842684297116,,0.035825842684297116,0.035825842684297116,1.0,0.0,1.0
volatility_VIX_ETN_kurtosis_5d,0.08804121351893168,0.08804121351893168,,0.08804121351893168,0.08804121351893168,1.0,0.0,1.0
